"tstep.marked","age.marked","tstep.last","age.dead","Tit.sum","Sit.sum","Kit.sum","Lit.sum","Dit.sum","Wit.sum","Rit.sum","Vit.sum","Pit.sum","Xit.sum","Tit.last","fate","fate2","reporting"
3,2.83,12,3.58,10,10,2,0,0,0,0,2,1,0,1,1,"surv.resighted","cap_rep"
3,2.83,3,2.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,12,3.67,10,10,4,0,0,0,0,4,1,0,1,0,"surv.resighted","not_recap"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,12,3.67,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,2.92,12,3.67,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,12,3.67,10,10,1,0,0,0,0,0,1,0,1,0,"surv.resighted","not_recap"
3,2.92,11,3.58,8,8,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,2.92,7,3.25,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,2.92,4,3,1,1,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,11,3.58,8,8,1,0,0,0,0,1,1,0,0,4,"natmort","not_recap"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,6,3.17,3,3,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,2.92,12,3.67,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,11,3.58,8,8,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,2.92,12,3.67,10,10,2,0,0,0,0,2,1,0,1,1,"surv.resighted","cap_rep"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,12,3.67,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,12,3.67,9,9,0,1,0,1,1,1,1,0,0,31,"harvest","cap_rep"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,2.92,7,3.25,4,4,1,1,0,1,0,2,1,0,0,3,"harvest","cap_rep"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,12,3.67,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,2.92,12,3.67,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,2.92,3,2.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,2.92,7,3.25,4,4,0,1,0,1,1,1,1,0,0,31,"harvest","cap_rep"
3,2.92,6,3.17,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,2.92,12,3.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,3,3,0,0,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3,7,3.33,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,11,3.67,8,8,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3,12,3.75,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3,12,3.75,9,9,1,1,1,0,0,2,1,0,0,2,"dmort","cap_rep"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3,12,3.75,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,7,3.33,4,4,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3,12,3.75,10,10,3,0,0,0,0,3,1,0,1,1,"surv.resighted","cap_rep"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,7,3.33,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,4,3.08,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3,12,3.75,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,3,12,3.75,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3,12,3.75,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3,12,3.75,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3,9,3.5,6,6,1,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.08,12,3.83,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.08,4,3.17,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,5,3.25,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,6,3.33,3,3,1,1,1,0,0,2,1,0,0,2,"dmort","cap_rep"
3,3.08,5,3.25,2,2,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,4,3.17,1,1,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.08,12,3.83,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,12,3.83,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,3.08,3,3.08,0,0,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.08,12,3.83,10,10,4,0,0,0,0,4,1,0,1,0,"surv.resighted","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,12,3.83,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,6,3.33,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.08,6,3.33,3,3,0,1,1,0,1,1,1,0,0,21,"dmort","cap_rep"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,6,3.33,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.08,3,3.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.08,7,3.42,4,4,1,1,0,1,1,2,1,0,0,31,"harvest","cap_rep"
3,3.08,3,3.08,0,0,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.08,12,3.83,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.08,12,3.83,9,9,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.08,12,3.83,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.08,12,3.83,10,10,3,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3.08,12,3.83,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.08,12,3.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,3,3.17,0,0,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,12,3.92,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.17,12,3.92,10,10,2,0,0,0,0,1,1,0,1,-1,"surv.resighted","cap_notrep"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,12,3.92,10,10,3,0,0,0,0,3,1,0,1,0,"surv.resighted","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,5,3.33,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,5,3.33,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,12,3.92,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,7,3.5,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.17,7,3.5,4,4,1,1,0,1,0,2,1,0,0,3,"harvest","cap_rep"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,3,3.17,0,0,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.17,12,3.92,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.17,9,3.67,6,6,0,1,1,0,0,0,1,0,0,-2,"dmort","cap_notrep"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,12,3.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.17,5,3.33,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.17,5,3.33,2,2,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.17,3,3.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.17,12,3.92,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.17,5,3.33,2,2,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.25,5,3.42,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.25,8,3.67,5,5,1,0,0,0,0,1,1,0,0,4,"natmort","not_recap"
3,3.25,12,4,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.25,12,4,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,12,4,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.25,3,3.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,7,3.58,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,3,3.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.25,6,3.5,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,3,3.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.25,12,4,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.25,4,3.33,1,1,0,1,0,1,1,1,1,0,0,31,"harvest","cap_rep"
3,3.25,6,3.5,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,7,3.58,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,3,3.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,12,4,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,3.25,12,4,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,9,3.75,6,6,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.25,12,4,10,10,2,0,0,0,0,2,1,0,1,1,"surv.resighted","cap_rep"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,12,4,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.25,3,3.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.25,12,4,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,12,4.08,9,9,1,1,0,1,0,2,1,0,0,3,"harvest","cap_rep"
3,3.33,6,3.58,3,3,1,1,1,0,0,2,1,0,0,2,"dmort","cap_rep"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,12,4.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.33,10,3.92,7,7,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.33,12,4.08,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.33,5,3.5,2,2,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.33,5,3.5,2,2,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.33,9,3.83,6,6,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.33,6,3.58,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.33,3,3.33,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.42,12,4.17,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.42,12,4.17,10,10,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
3,3.42,3,3.42,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.42,6,3.67,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,12,4.17,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.42,6,3.67,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.42,12,4.17,9,9,1,1,0,1,0,2,1,0,0,3,"harvest","cap_rep"
3,3.42,4,3.5,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.42,3,3.42,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,10,4,7,7,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.42,3,3.42,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,3,3.42,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.42,12,4.17,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.42,12,4.17,9,9,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.42,12,4.17,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.42,12,4.17,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3.42,12,4.17,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3.42,8,3.83,5,5,1,1,0,1,0,2,1,0,0,3,"harvest","cap_rep"
3,3.42,4,3.5,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.42,12,4.17,9,9,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.42,12,4.17,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,7,3.83,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,4,3.58,1,1,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,10,4.08,7,7,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.5,12,4.25,9,9,1,1,0,1,0,2,1,0,0,3,"harvest","cap_rep"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,3,3.5,0,0,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,12,4.25,10,10,3,0,0,0,0,3,1,0,1,1,"surv.resighted","cap_rep"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,7,3.83,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,3.5,4,3.58,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,3,3.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.5,12,4.25,10,10,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
3,3.5,12,4.25,9,9,2,0,0,0,0,2,1,0,0,4,"natmort","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.5,12,4.25,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.5,12,4.25,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.58,6,3.83,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.58,4,3.67,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,3.58,3,3.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.58,5,3.75,2,2,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
3,3.58,12,4.33,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.58,12,4.33,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.58,8,4,5,5,1,1,1,0,0,2,1,0,0,2,"dmort","cap_rep"
3,3.58,12,4.33,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,3.58,12,4.33,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.58,12,4.33,10,10,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
3,3.58,3,3.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,3.58,3,3.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
